Name,Ingredients,Instructions,vegan,gluten-free,vegetarian,fruit
Eggplant Rice with Mint Raita (4 servings),"['1 lime', '1 garlic clove', '1 green chili pepper', '1 bunch of mint', '250 g yogurt', 'ground coriander', 'salt, sugar', '1 onion', '1 large eggplant', '1 small red bell pepper', '2 tbsp oil', '300 g Basmati rice', '1 tsp chili powder', '½ tsp ground coriander', '½ tsp ground cloves', '2 tbsp lemon juice', 'nutmeg']","Squeeze the lime. Press the garlic clove. Halve the chili pepper lengthwise, remove the seeds, and cut into very fine strips.

Rinse the mint, shake dry, and pluck the leaves from the stems. Finely chop the mint leaves.

Mix mint, garlic, chili, and lime juice with the yogurt. Season with coriander, salt, and sugar. Set aside the raita.

Peel the onion, halve it, and slice it. Wash the eggplant, quarter it, and slice it. Halve the bell pepper, remove the seeds, and cut into small cubes.

Heat the oil. Fry the onions until golden brown.

Add the rice and sauté until it turns white. Bring 600 ml of water to a boil.

Add eggplant, bell pepper, chili, coriander, and clove to the rice. Pour in the boiling water and bring to a boil once.

Simmer over low heat until the rice has absorbed the water and is cooked.

Add lemon juice, season with salt and nutmeg.

Stir the raita again, adjust seasoning, and serve with the hot eggplant rice.",False,True,True,False
Asparagus quiche,"['1 pack frozen puff pastry', '400 g asparagus', 'Salt', '50 g butter', '1 bunch wild garlic', '3 eggs', '200 ml milk', 'Salt, pepper']","""Thaw the dough. Peel the asparagus, remove the woody ends, and cut into about 10 cm long pieces. Bring 200 ml of water to a boil with 40 g of butter and a pinch of salt, then stew the asparagus in it with the lid closed until al dente. Drain. Preheat the oven. Gently roll out the dough without pressing the edges together. Grease a round baking dish with the remaining butter and then line with the dough. Rinse the wild garlic, shake dry, and cut into delicate strips. Whisk eggs with milk and wild garlic. Season with salt and pepper. Pour the mixture onto the dough. Spread the asparagus spears on top of the egg mixture. Bake for about 35 minutes and serve warm.""",False,True,True,True
Raspberry parfait,"['150 g Quark (20% fat)', '100 g Kefir', '½ cup sour cream', '3 tbsp brown sugar', '200 - 300 g raspberries', '20 g dark chocolate']","['Stir well quark, kefir, cream, and sugar.', 'Set aside about a handful of raspberries, sort through the rest and purée half of them.', 'Mix fruit purée and the sorted raspberries into the quark mixture.', 'Fill the mixture into individual serving bowls, let set in the freezer overnight.', 'Shave chocolate into fine strips.', 'Allow parfaits to slightly thaw before serving and sprinkle with the chocolate shavings and remaining raspberries.']",False,True,True,True
Broccoli Salad,"['250 g Penne', 'Salt', '500 g Broccoli', '100 g smoked hard cheese', '100 g sun-dried tomatoes in oil', '250 g sour cream', '1 tbsp olive oil', '2 tsp soy sauce', 'Pepper, sugar', '3 tbsp sesame seeds']","['Clean broccoli, divide into florets, cook until al dente, and cool off with cold water. Save about 4 tablespoons of the cooking water.', 'Dice cheese. Halve the sun-dried tomatoes and cut into strips.', 'Mix sour cream with olive oil, soy sauce, and the broccoli water to a smooth dressing. Season with salt, pepper, and sugar.', 'Mix noodles, broccoli, cheese, and sun-dried tomatoes with the dressing and let sit for about 30 minutes.', 'Toast sesame without fat until golden brown. Sprinkle over the salad before serving.']",False,True,True,False
Stuffed kohlrabi cutlets,"['2 Kohlrabi', '2 L vegetable broth', '200 g medium-aged Gouda cheese', '2 eggs', '3 tbsp flour', '100 g breadcrumbs', 'Oil']","['Wash, peel, and slice the kohlrabi into very thin slices.', 'Bring the vegetable broth to a boil. Cook the kohlrabi slices in it for about 5 minutes until al dente.', 'Grate the cheese into fine slices.', 'Let the kohlrabi slices drain briefly. Place cheese on one half while still warm, then place the other slices on top to create ""sandwiches"". Press together and let cool.', 'Whisk the eggs.', 'Coat the kohlrabi slices in flour. Then dip them in the beaten eggs and coat with breadcrumbs.', 'Heat oil and fry the breaded kohlrabi slices until golden brown.']",False,True,True,True
Cherry-vanilla jam,"['1 kg pitted sour cherries', '3 vanilla beans', '½ lemon', '500 g jam sugar 2:1', 'Salt']","Puree half of the cherries. Scrape out the seeds from the vanilla pods. Squeeze the lemon.
Bring cherry puree with the remaining cherries, lemon juice, vanilla seeds, and preserving sugar to a boil.
Let it boil for about 3 minutes, stirring evenly. Skim off any foam. Season with salt.
Fill into thoroughly rinsed screw-cap jars while hot, close immediately, and let cool standing on the lid.",True,True,True,False
Radish salad with smoked eel,"['2 organic lemons', '1 head of romaine lettuce', '400 g black radish', '2 red apples', '4 tbsp oil', 'Salt, sugar', '400 g smoked eel', 'Dark bread']","[Wash and dry lemons. Grate the zest and squeeze out the juice.]
[Divide, wash, shake dry and cut romaine lettuce into fine, short strips.]
[Peel radish, quarter apples and remove core. Cut both into fine sticks.]
[Mix vegetable and apple slices together.]
[Stir together 4 tbsp oil with lemon juice, salt and sugar. Pour over the salad and let it sit for about 10 minutes.]
[Cut smoked eel into fork-sized pieces and serve with salad and slices of rye bread.]",True,True,True,False
Vanilla ice cream with hot pineapple,"['1 Vanilla pod', '100 g Sugar', '5 Egg yolks', '250 ml Milk', '250 ml Sweet cream', '¼ Pineapple', '1 Apple', '1 handful Walnuts', '½ Organic lemon', '60 ml Apple juice', '½ tbsp Vanilla sugar', '1 tbsp Honey']","['Halve the vanilla bean and scrape out the seeds. Thoroughly mix the vanilla seeds with sugar.', 'Whisk the egg yolks until frothy with the vanilla sugar.', 'Bring milk with cream and the vanilla bean to a boil. Remove the vanilla bean afterwards.', 'Gradually pour the hot milk mixture into the sugar-egg yolk mixture while stirring constantly and beat until creamy and frothy.', 'Place bowl in a very cold water bath and continue beating until the cream is just lukewarm. Chill in the refrigerator and then freeze in the ice cream maker.', 'If necessary, remove the core from the pineapple, peel it, and cut it in half lengthwise. Cut the apple into eighths, removing the core. Slice both fruits into roughly uniform slices.', 'Roughly chop the walnuts. Grate the lemon peel.', 'Heat apple juice in a pan, add lemon peel, vanilla sugar, honey, and walnuts, and let the mixture foam up.', 'Add apple and pineapple slices to the pan and toss them in the hot mixture from all sides for a few minutes.', 'Serve the ice cream topped with the hot fruit mixture.']",False,True,True,False
Purslane vegetable with potato wedges,"['10 medium-sized, waxy potatoes', 'Olive oil', 'Salt, pepper', '200g purslane', '1 onion', '1 clove garlic', '1 tbsp tomato paste', '200ml vegetable broth', '1 tbsp butter', '1 tbsp flour', 'Mugwort, salt, pepper']","['Thoroughly wash and quarter the potatoes.', 'Place the potato quarters in a bowl and drizzle about 2-3 tablespoons of olive oil over them. Season with a generous pinch of salt and pepper each. Line a baking sheet with parchment paper.', 'Toss the potato wedges in the bowl to evenly coat them with the oil. Place them on the baking sheet with the skin facing up and one cut side on the parchment paper.', 'Bake in the oven for about 40 minutes until the potatoes are tender and their cut sides are golden brown.', 'Meanwhile, clean, wash, and dry the purslane. Blanch it briefly in boiling water and then drain it.', 'Peel and finely chop the onion and garlic cloves. Mix the tomato paste into the vegetable broth.', 'Heat butter in a pan, sauté the onions and garlic until translucent. Dust with flour. While stirring continuously, pour in the broth. Add purslane, briefly bring to a boil, and season with mugwort, salt, and pepper.', 'Serve the potato wedges with the purslane vegetable. Enjoy!']",False,True,True,False
Chestnut soup,"['1 kg floury potatoes', '1 bunch soup vegetables', '1 tbsp oil', '300 g pre-cooked chestnuts', '1 L vegetable broth', '150 g whipping cream', 'Salt, pepper', '2 slices of rye bread', '50 g butter', '1 tbsp sugar']","Peel and cut the potatoes into evenly sized pieces. Clean and chop the soup vegetables as well.

Heat oil in a heavy pot, briefly sauté the potatoes and soup vegetables in it, then fill up with vegetable broth.

Set aside 5 chestnuts, add the rest to the vegetables and let everything simmer for about 20 minutes over medium heat.

Once the potatoes and vegetables are soft, pass the soup through a food mill or purée with a hand blender (do not use an immersion blender!).

Add cream to the soup and season with salt and pepper.

Cut black bread into very small pieces, finely chop the remaining chestnuts. Mix the black bread and chestnut crumbs together.

Melt butter with sugar in a pan. Add the bread-chestnut crumbs and carefully let them brown evenly while stirring.

Serve the soup, sprinkle caramelized bread pieces on top and serve.",False,False,True,True
"Spritzkuchen translates to ""spritz cookies"" in English.","['250 ml water', '75 g butter', 'salt', '175 g flour', '4 - 5 eggs', '1 L oil', '150 g powdered sugar', '½ lemon']","['Bring water, butter, and a pinch of salt to a boil together.', 'Quickly stir in the flour and continue stirring until a dough ball has formed that detaches from the bottom of the pot.', 'Remove the pot from the heat and immediately mix in one egg. Then allow the dough to cool to lukewarm and gradually stir in the remaining eggs, one at a time. Each previous egg should be fully incorporated before adding the next.', 'The dough is ready when it is glossy and hangs in long peaks from the beater. If this is not the case after the fourth egg, add the fifth if necessary.', 'Cover the dough and let it rest at room temperature for 30 minutes.', 'Heat oil in a large pot or deep fryer to 187°C. Cut several strips of parchment paper about 8 to 10 cm wide.', 'Fill a piping bag with a star tip with the dough and pipe a thick ring of about 6 cm in diameter onto the parchment paper strips.', 'Place the rings in the hot oil and remove the paper once the ring slips off by itself.', 'Fry the rings until golden brown on all sides, then remove them from the oil and let them drain on paper towels.', 'Juice the lemon. Sift powdered sugar into a bowl.', 'Gradually stir the lemon juice into the powdered sugar to create a thick glaze. If needed, add water as well.', 'Spread the cooled cream puffs with the glaze, let dry, and serve.']",False,True,True,False
Onion bread rolls,"['500 g flour', '1 cube of yeast', '1 tsp sugar', '2 tbsp oil', 'salt', '5 red onions', '2 cloves of garlic', '1/2 apple', 'oil', 'salt, pepper', '8 tbsp sour cream', '200 g feta cheese', '4 sprigs of thyme']","['Put flour in a bowl and make a hollow in the middle.', 'Crumble yeast, mix with sugar and 6 tablespoons of lukewarm water, pour into the hollow. Mix with some flour from the surroundings and let it rest covered for 20 minutes.', 'Add 200 ml lukewarm water, 2 tablespoons of oil, and some salt to the pre-dough and process with the dough hook into a smooth dough. Cover and let it rest for another 30 minutes.', 'Peel onions, halve and slice them. Peel garlic and finely chop. Cut the apple half into four pieces, remove the core, and slice thinly.', 'Heat some oil in a pan and sauté onions, garlic, and apple slices until translucent. Season with salt and pepper.', 'Knead the dough again, divide it into eight to ten equal portions and roll out into circular flatbreads.', 'Mash half of the feta with a fork and stir together with sour cream to make a cream.', 'Pluck thyme leaves from the stems and mix into the cream. Crumble the remaining feta.', 'Spread feta-sour cream cream on each dough flatbread, top with onion-apple mixture, and sprinkle feta crumbs on top.', 'Let the pizzis rest for about 10 minutes and then bake in a preheated oven for about 15 - 20 minutes until bubbly. Serve hot or cold.']",False,True,True,False
Baked Camembert with lamb's lettuce,"['4 Camemberts', '2 eggs', '200g breadcrumbs', 'oil', '150g lamb's lettuce', '1 small chicory', '4 tbsp lingonberries', '3 tbsp apple juice', '3 tbsp white wine vinegar', '3 tbsp oil', 'salt, pepper']","['Thoroughly rinse, clean and drain lamb's lettuce.', 'Remove the outer leaves of the chicory, cut in half, remove the core and rinse. Then cut into fine strips.', 'Whisk lingonberries with apple juice, white wine vinegar and oil to make a dressing. Season with salt and pepper.', 'Beat the two eggs. Dip the Camembert first in the eggs and then in the breadcrumbs. Then fry in hot oil until golden brown.', 'Mix lamb's lettuce with chicory and fold in the dressing. Arrange salad on plates.', 'Serve the hot Camembert on top of the salad.']",False,True,False,False
Apple-beet pan,"['3 apples', '2 swedes', '4 potatoes', '5 shallots', '200 g mushrooms', '1 tbsp butter', 'tarragon, salt, pepper']","Peel turnips and potatoes, wash apples, quarter, and remove cores. Cut everything into roughly equal-sized cubes. Peel shallots and quarter them. Carefully brush off mushrooms and cut them into strips. Heat butter and slowly fry turnips, potatoes, and onions until golden brown. Add apples and mushrooms, cover with a lid, and let simmer for about 10 minutes. Season with tarragon, salt, and pepper.",False,True,True,False
Red cabbage roulades,"['1/8 L red wine', '8 leaves red cabbage', 'Sugar, grated nutmeg, pepper', '2 tbsp sour cream', '1/8 L broth', '1 stale roll', '1 cup milk', '400 g ground meat', '50 g Tilsiter cheese', '1 onion', '2 eggs', '3 cloves', '1 bay leaf', '2 tbsp sugar', '2 tbsp vinegar']","""Wash red cabbage leaves and remove the thick midribs. Bring 1 liter of water to a boil with vinegar, sugar, bay leaf, cloves, and a pinch of salt, then reduce the heat and let the red cabbage leaves steep in the broth for about 5 minutes. Lift them out, rinse with cold water, and let them drain.""

""Soak bread rolls in milk. Peel and finely chop onions. Grate Tilsiter cheese.""

""Sauté onions in hot oil until light golden. Squeeze out the soaked bread rolls.""

""Knead a mixture from minced meat, sautéed onions, squeezed bread rolls, and eggs. Season with salt, pepper, and nutmeg.""

""Spread the meat mixture on the red cabbage leaves, fold the sides around the filling, and roll them up. Secure with kitchen twine or skewers.""

""Sear the roulades in hot clarified butter. Pour in broth and red wine, then braise covered over low heat for about 40 minutes.""

""Remove the roulades from the liquid and keep warm. Stir sour cream into the cooking liquid, thicken if necessary, and season with salt, pepper, and sugar to taste.""",False,True,False,True
Sharp lentil paste,"['2 cloves of garlic', '100 g red lentils', '1 bay leaf', '50 g chickpeas (from a can)', '½ red bell pepper', '2 red chili peppers', '3 sprigs of fresh basil', 'olive oil', 'salt, lemon juice, honey']","Peel and halve the garlic. Put it in a pot with the lentils and the bay leaf, pour in about 400 ml of water and bring to a boil.

Once the lentils are boiling, simmer on low heat with the lid closed for about 20 minutes. About five minutes before the end of the cooking time, add the chickpeas (without the cooking liquid) to the lentils.

When the lentils are very soft, drain any excess water and let everything cool down.

Remove the seeds and membranes from the pepper half and finely chop it.

Halve the chili peppers, remove the seeds and membranes, wash them, and also finely chop.

Wash the basil, shake it dry, pluck the leaves from the stems, and chop them finely.

Fish out the bay leaf from the lentils and puree the legumes with a little olive oil to a creamy paste.

Fold in the pepper, chili, and basil, and season the cream with salt, lemon juice, and honey.",False,True,True,False
Pancakes with carrot filling,"['50 g Butter', '250 g Flour', '200 ml Milk', '250 ml Water', '4 Eggs', 'Salt', '1 Onion', '2 Cloves of Garlic', '200 g White Cabbage', '100 g Leek', '3 Carrots', '1 Bunch of Parsley', 'Oil', 'Pepper']","Melt butter. Sift flour into a bowl. Stir with milk, water, eggs, and a generous pinch of salt to make a smooth dough. Gradually incorporate the butter. Let it rest for about 30 minutes.

Peel and finely chop onions and garlic. Cut white cabbage into very fine strips. Halve leeks, wash, and cut into very fine half-rings. Peel and coarsely grate carrots.

Wash parsley, shake dry, and finely chop the leaves.

Heat oil in a pan, sauté onions and garlic until translucent.

Add the remaining vegetables, sauté briefly, and finally braise at low heat with the lid on for about 15 minutes. Add half of the parsley and season with salt and pepper.

Heat a little oil in another pan and bake thin, light pancakes from the prepared batter. 

Spread vegetable filling as strips not quite in the middle of the pancakes. Fold each pancake once and then roll tightly. 

Fry the rolled pancakes until golden brown.

Serve sprinkled with the remaining parsley.",False,True,True,True
Lamb pan with mint,"['2 cups \xa0\xa0rice', '800 g \xa0\xa0green beans', '500 g \xa0\xa0lamb fillet', 'olive oil', '1 bunch \xa0\xa0mint', '100 ml \xa0cream', '250 ml \xa0vegetable broth', '100 ml \xa0strained tomatoes', 'salt, pepper', '¼ tsp \xa0coriander', '¼ tsp \xa0cardamom']","['Cook rice until al dente in four to six cups of water. Set aside.', 'Wash, trim, halve beans, and cook for 10 minutes. Drain and set aside.', 'Cut lamb fillet into strips and sear in olive oil.', 'Rinse mint, shake dry, and roughly chop the leaves.', 'Set aside about two tablespoons of mint, add the rest along with the green beans and cream to the lamb. Cover with a lid and let simmer over medium heat for about 15 minutes.', 'Add vegetable broth, tomatoes, and rice to the lamb, season with salt and pepper, and let simmer for another 5 minutes.', 'Season with coriander, cardamom, and salt and pepper to taste.', 'Serve lamb pan on plates, sprinkle with the remaining mint, and serve hot.']",False,True,False,False
Sweet Quinoa Casserole,"['1 \xa0\xa0Organic lemon', '100 g \xa0\xa0Quinoa', '125 ml \xa0Milk', '125 ml \xa0Water', '3 \xa0\xa0Eggs', '3 tbsp \xa0\xa0Almond flakes', '200 g \xa0\xa0Dried apricots', '250 g \xa0\xa0Quark (20 %)', '1 pack \xa0Vanilla sugar', '1 pinch \xa0Cinnamon', 'Butter', 'Breadcrumbs']","Zest the lemon. Squeeze the lemon juice.
Bring quinoa to a boil with milk, water, and lemon zest, reduce heat and let simmer for about 10 minutes. Let it cool.
Separate the eggs. Beat the egg whites until stiff.
Toast almond flakes in a pan without fat until golden brown. Cut apricots into uniform, small pieces.
Mix quark with egg yolks, vanilla sugar, cinnamon, and 2 tbsp lemon juice.
Add quinoa, almond flakes, and apricots to the quark and mix well. Fold in the egg whites.
Grease a baking dish with butter and line with breadcrumbs. Spread the quinoa-quark mixture in it and bake for about 20 minutes.",False,True,True,False
Noodle and Mushroom Pan,"['2 onions', '500 g mushrooms', '1 small napa cabbage', '250 g Chinese egg noodles', '2 tbsp oil', '2 tbsp curry paste', '2 scallions', '1 tbsp soy sauce', '3 tbsp sesame seeds']","Peel and finely dice the onions. Clean the mushrooms and slice them thinly.   
   
Cut the thick stems of the Chinese cabbage into triangles and finely dice them, then slice the leaves into thin strips.   
   
Cook the noodles and drain them.   
   
Heat oil in a deep pan (or wok).   
   
Sauté the onions in the hot oil until translucent. Add the mushrooms and fry until golden brown.   
   
Add the diced Chinese cabbage and curry paste and continue frying for about a minute.   
   
Add the Chinese cabbage leaves and fry for another minute.   
   
Clean the spring onions, halve them lengthwise, and cut them into fine strips.   
   
Add the noodles and soy sauce to the vegetables and mix well. Remove from heat.   
   
Fold in the spring onions and serve sprinkled with sesame seeds.",True,True,True,True
Millet salad,"['400 ml vegetable broth', '1 bay leaf', '200 g millet', '4 tbsp olive oil', 'Salt, pepper, paprika powder', '1 lemon', '3 tbsp apple juice', '1 onion', '1 avocado', '2 apples']","['Heat broth with the bay leaf and cook millet in it for about 25 minutes.', 'Possibly remove excess broth and bay leaf.', 'Season millet with 1 tbsp oil, salt, pepper, and paprika powder, let it cool.', 'Squeeze lemon, collect juice.', 'Mix dressing from lemon juice, 3 tbsp oil, and apple juice. Season with salt and pepper.', 'Peel and finely dice onion, peel avocado, cut into small pieces, quarter apples, remove core and cut into thin slices.', 'Mix onion, apple, and avocado pieces with the dressing and fold everything into the millet.']",True,True,True,False
Colorful salad with semolina hearts,"['500 ml Milk', '30 g Butter', 'Salt, Nutmeg', '140 g Durum Wheat Semolina', '40 g Mature Gouda Cheese', '2 Egg Yolks', '1 Head of Lettuce', '1 Head of Radicchio', '250 g Cherry Tomatoes', '1 Shallot', '20 g Pine Nuts', '4 tbsp Light Balsamic Vinegar', '6 tbsp Olive Oil', '1 tsp Honey', 'Salt, Pepper', 'Sunflower Oil']","['Bring milk to a boil with butter, salt, and a pinch of nutmeg. Gradually sprinkle in semolina while stirring slowly, bring to a boil and let it swell for about 5 minutes.', 'Grate Gouda cheese. Mix cheese and egg yolk into the still warm semolina.', 'Spread semolina mixture onto parchment paper, cover with a second layer of parchment paper and roll out to a sheet (about 1 cm thick). Let it cool for about 2 hours.', 'Remove the outer leaves of lettuce and radicchio, wash the salads and shake the leaves dry. Cut salads into bite-sized strips.', 'Wash tomatoes, remove the green stems, and quarter them.', 'Peel shallot and finely dice, roast pine nuts in a pan without fat.', 'Mix a smooth dressing from vinegar, olive oil, honey, and shallot cubes. Season with salt and pepper.', 'Cut hearts out of the semolina sheet with a cookie cutter. Heat oil in a pan and fry the semolina hearts until golden brown on both sides.', 'Mix salad with tomato pieces and dressing, sprinkle pine nuts on top, and serve garnished with the semolina hearts.']",False,False,True,False
Creamy spinach soup,"['1 Onion', '1 Clove of Garlic', '300 g Spinach', '1 Carrot', '1 Large Potato', '3 tbsp Butter', '50 g Flour', '500 ml Milk', 'Salt, Pepper, Nutmeg', 'Chili Powder', '2 tbsp Cream']","Peel and finely chop the onion and garlic. Wash and thoroughly clean the spinach, allowing it to drain well. Peel and grate the carrot and potato. Melt 1 tablespoon of butter in a pot and sauté the onions and garlic until translucent. Add the spinach to the onions and cook until it wilts. Add the grated potato and carrot, along with 300 ml of water, and let it simmer covered over low heat for about 10 minutes. In a large pot, melt the remaining butter. Stir in the flour until no streaks remain on the bottom of the pot. Slowly pour in the milk while stirring constantly. Bring to a brief boil. Puree the spinach mixture with an immersion blender or in a food processor. Add it to the milk mixture and season with salt, pepper, nutmeg, and chili to taste. Whip the cream until foamy. Divide the soup into bowls and serve each portion garnished with a dollop of whipped cream.",False,True,True,True
Asparagus-carrot pasta,"['4 carrots', '1 clove of garlic', '1 organic lime', '1 tbsp olive oil', '400 ml vegetable broth', '½ tsp Sambal Oelek', '500 g green asparagus', '500 g tagliatelle', '1 bunch of coriander', 'salt', 'pepper']","['Peel and slice carrots. Peel and finely chop garlic.', 'Grate the zest of the lime and squeeze the juice.', 'Heat olive oil, sauté garlic until translucent, add carrots and pour in 300 ml vegetable broth.', 'Add lime zest and juice as well as sambal oelek. Simmer with the lid closed until the carrot slices are soft.', 'Clean, wash, and peel the lower third of the asparagus spears. Cut asparagus diagonally into pieces about 2 cm long.', 'Steam asparagus in 100 ml vegetable broth for about 5 minutes until al dente.', 'Cook the noodles. Pluck the coriander leaves from the stems, roughly chop half of them.', 'Puree the carrots and season vigorously with salt, pepper, and possibly a little more sambal oelek.', 'Mix the drained noodles with carrot sauce and asparagus pieces.', 'Serve sprinkled with the remaining coriander leaves.']",True,True,True,False
Herb Focaccia,"['100 ml Milk', '350 g Flour (Type 550)', '1 cube Yeast', 'Sugar', 'Salt', '1 cup Fresh Herbs (chives, parsley, cress, basil)', '100 ml Olive Oil']","['Heat the milk to lukewarm.', 'Place the flour in a bowl and make a well in the center. Crumble the yeast into the well. Add a pinch of sugar and 5 tablespoons of the warm milk.', 'Stir everything with a fork to create a pre-dough and let it rise covered in a warm place for about 20 minutes.', 'Mix the remaining milk with 100 ml of lukewarm water.', 'Add this mixture, along with ½ teaspoon of salt, the chopped herbs, and about 75 ml of olive oil to the pre-dough and knead into a smooth dough.', 'Cover the dough and let it rise in a warm place for at least 40 minutes.', 'Briefly knead the dough by hand again and roll it out on baking paper dusted with a little flour.', 'Place the dough with the baking paper on a baking sheet and press small dimples into it with your fingers.', 'Drizzle the remaining oil and a tablespoon of salt over it. Let it rise for another 20 minutes.', 'Bake at about 200°C for approximately 20 minutes, without letting the bread get too dark. Serve warm.']",False,True,True,False
Turnips with chive sauce,"['2 pcs Parsnips', '1 pc Onion', '1 tbsp Butter', '125 ml Vegetable broth', '1 bunch Chives', '125 ml Cream', '1 tsp Hot mustard', 'Salt, Black pepper', 'Cornstarch']","1. Remove the green part of the turnips, sort, wash, and finely chop.
2. Peel the turnips and cut them into uniform, fork-sized pieces.
3. Peel and finely dice the onion.
4. Heat butter, sauté the onion in it, and pour in the vegetable broth.
5. Add the turnip pieces and steam with the lid closed for ten minutes.
6. Finely chop the chives.
7. Add cream, mustard, and chives to the vegetables and season with salt and pepper.
8. If necessary, thicken the sauce with a little cornstarch.
9. Before serving, sprinkle the turnip greens over the vegetables.",False,True,True,True
Tomato tart,"['200 g whole wheat flour', '200 g ground hazelnuts', '175 g butter', '3 eggs', 'Salt', '300 g onions', '3 tbsp sunflower oil', '120 g mountain cheese', '750 g tomatoes', '2 sprigs of rosemary', '1 handful of fresh basil leaves', '100 ml cream', '100 ml milk', 'Salt, pepper, sugar']","Whole wheat flour, ground hazelnuts, butter, 1 egg, and a pinch of salt to knead into a firm smooth dough. If necessary, add some cold water. Wrap in foil and let rest in the refrigerator for at least an hour.

Peel and finely dice onions. Heat sunflower oil and sauté the onions until golden brown. Let cool. Coarsely grate cheese.

Wash tomatoes, remove green stems, and slice thinly.

Strip rosemary needles from the stems and chop coarsely. Coarsely chop basil leaves.

Roll out the dough and line a greased tart pan with it. Prick with a fork several times.

Whisk cream, milk, and two eggs into a uniform mixture. Add rosemary and basil, and season with salt, pepper, and sugar.

Evenly distribute the onions on the dough. Scatter cheese shavings on top.

Layer tomato slices on the tart from outside to inside, overlapping.

Pour the cream-egg mixture evenly over the tart.

Bake in a preheated oven for about 35 minutes.",False,False,True,True
Rhubarb cake,"['6 sheets puff pastry, frozen', 'Flour', '750 g rhubarb', '3 tbsp honey', '2 eggs', '60 ml cream', '1 packet vanilla sugar', '30 g flaked almonds']",['Ingredients:'],False,True,True,True
Bean dip for tortilla chips,"['2 fresh red bell peppers', '2 onions', '2 cloves of garlic', '3 tbsp sunflower oil', '1 tsp ground cumin', '1 tsp tomato paste', '100g kidney beans (canned)', '100g white beans (canned)', 'lemon juice', 'salt', 'chili powder', '250g tortilla chips']","['Halve the peppers, remove the seeds, wash them, and cut them crossways into very thin strips.', 'Peel and finely chop the onions and garlic.', 'Heat oil in a heavy pan, sauté onions and garlic until golden brown. Add cumin, sliced peppers, and tomato paste.', 'Add drained kidney beans to the pan and sauté briefly. Fill with 50 ml of the broth and crush with a potato masher. Continue cooking until the liquid has evaporated.', 'Add drained white beans to the pan, sauté briefly, and fill with 50 ml of their broth. Crush with a potato masher again and continue cooking until the liquid has evaporated and the bean mixture no longer sticks to the bottom of the pot.', 'Season with lemon juice, salt, and chili powder.', 'Serve chilled with tortilla chips.']",True,True,True,False
Egg salad with radishes,"['1 kg waxy potatoes', '6 eggs', '½ bunch parsley', '½ bunch chives', '½ bunch radishes', '250 ml broth', '100 ml cream', '3 tsp spicy mustard', '2 – 3 tbsp cornstarch', '100 ml yogurt', 'Salt, pepper']","'Peel, wash, and cut potatoes into uniform cubes and cook until al dente for about 20 minutes. Drain and set aside to cool.', 'Boil eggs for about 8-10 minutes until hard-boiled, let them cool, and peel them. Cut into cubes.', 'Rinse and shake dry parsley and chives. Finely chop the parsley leaves and chives.', 'Clean, wash, and cut radishes into fine sticks.', 'Heat broth with cream, mustard, and cornstarch until thickened. Remove from heat and let it cool slightly. Add yogurt and herbs. Season with salt and pepper.', 'Mix potatoes, eggs, and radishes with the herb-mustard sauce. Serve lukewarm.'",False,True,True,True
Strawberry cream,"['400 g\xa0\xa0fresh strawberries', '1 sprig\xa0mint', '100 g\xa0marzipan paste', '50 g\xa0yogurt', '250 ml\xa0cream', '1 tsp\xa0sugar']","['Wash strawberries, remove green stems and slice 300 g.', 'Pluck mint leaves from stems and finely chop.', 'Puree remaining strawberries, yogurt, mint, and marzipan.', 'Whip cream with sugar until stiff. Fold into the strawberry mixture.', 'Line small bowls with plastic wrap.', 'Layer strawberry slices and marzipan mixture on top of each other. Place a strawberry slice on the base of each cup, with the final layer being the cream.', 'Chill bowls in the refrigerator for about 2 hours.', 'To serve, turn out onto plates and remove the plastic wrap.']",False,True,True,True
Hake with white beans,"['4 large tomatoes', '4 cloves of garlic', '1 onion', '4 leaves of sage', '50g of bacon', '10 tbsp of olive oil', '1 sprig of rosemary', '200ml of vegetable broth', '450g of white beans (canned)', 'Salt, pepper', '8 cod fillets', '4 sprigs of thyme', '30g of butter']","Score a cross on the tomatoes and blanch them in boiling water for one minute. Remove them from the water, peel them, cut them into quarters, remove the seeds and green stems, and chop the flesh into coarse pieces.
Peel and finely dice 2 garlic cloves and the onion. Finely chop the sage.
Dice the bacon.
Heat 5 tablespoons of olive oil in a pan, sauté the bacon, onions, and garlic for about 3 minutes. Add the sage, rosemary sprig, broth, and beans. Simmer on low heat for about 5 minutes. Season with salt and pepper, add the tomato pieces, and keep warm with the lid closed.
Preheat the oven.
Season the coalfish fillets with salt and pepper. Heat the remaining olive oil in an ovenproof pan and briefly sauté the fish on both sides. Crush two cloves of garlic with a fork and add them with the thyme sprigs to the fish. Cook over medium heat with the lid closed for about 5 minutes. Add the butter, turn the fish, and cook for another 5 minutes with the lid closed.
Serve the fish warm with the bean mixture.",False,True,True,False
