Name,Ingredients,Instructions
Esskastanien-Suppe,"['1 kg \xa0\xa0mehlig kochende Kartoffeln', '1 Bd. \xa0\xa0Suppengrün', '1 El \xa0\xa0Öl', '300 g \xa0\xa0Esskastanien (Maronen), vorgegart', '1 L \xa0\xa0Gemüsebrühe', '150 g \xa0\xa0Schlagsahne', 'Salz, Pfeffer', '2 Scheiben \xa0Schwarzbrot', '50 g \xa0\xa0Butter', '1 EL \xa0\xa0Zucker']","['Kartoffeln schälen und in gleichmäßige Stücke schneiden. Suppengrün putzen und ebenfalls zerkleinern.', 'Öl in einem schweren Topf erhitzen, Kartoffeln und Suppengrün darin kurz anschwitzen und mit Gemüsebrühe auffüllen.', '5 Maronen zurückbehalten, den Rest zum Gemüse geben und alles etwa 20 Minuten bei mittlerer Hitze kochen lassen.', 'Wenn Kartoffeln und Gemüse weich sind, die Suppe durch die Flotte Lotte geben oder mit dem Handrührgerät (nicht mit dem Stabmixer!) pürieren.', 'Sahne zur Suppe geben und mit Salz und Pfeffer abschmecken.', 'Schwarzbrot in sehr kleine Stücken schneiden, die übrigen Maronen sehr fein hacken. Schwarzbrot- und Maronenkrümel miteinander vermengen.', 'Butter mit dem Zucker in einer Pfanne zerlaufen lassen. Brot-Maronen-Krümel dazu geben und unter Schwenken vorsichtig gleichmäßig braun werden lassen.', 'Suppe anrichten, karamellisierte Brot-Stücken darüber streuen und servieren.']"
Spritzkuchen,"['250 ml \xa0Wasser', '75 g \xa0Butter', 'Salz', '175 g \xa0Mehl', '4 – 5 \xa0Eier', '1 L \xa0Öl', '150 g \xa0Puderzucker', '½ \xa0Zitrone']","['Wasser, Butter und eine Prise Salz gemeinsam aufkochen.', 'Das Mehl sehr schnell unterrühren und so lange weiter rühren, bis sich ein Teig-Kloß gebildet hat, der sich\xa0 vom Topfboden löst.', 'Den Topf vom Herd nehmen und sofort ein Ei unter den Teig mischen. Dann den Teig auf Handwärme abkühlen lassen und die Eier eines nach dem anderen hineinrühren. Das jeweils vorangegangene Ei sollte dafür stets erst vollständig untergemischt sein.', 'Der Teig ist fertig, wenn er glänzt und in langen Spitzen vom Rührgerät hängt. Nur wenn das nach dem vierten Ei noch nicht der Fall ist, ist das fünfte noch nötig.', 'Teig abdecken und 30 Minuten bei Raumtemperatur ruhen lassen.', 'Öl in einem Topf mit großem Durchmesser (oder Fritteuse) auf 187 °C erhitzen. Mehrere, etwa 8 bis 10 cm breite Streifen aus Backpapier zurecht schneiden.', 'Teig in eine Spritztüte mit Sterntülle füllen und je einen dicken Kranz von etwa 6 cm Durchmesser auf die Backpapierstreifen spritzen.', 'Kränze ins heiße Öl geben und das Papier abziehen, wenn der Kranz von selbst abgerutscht ist.', 'Kränze von allen Seiten goldbraun ausbacken, aus dem Fett heben und auf Küchenkrepp abtropfen lassen.', 'Zitrone auspressen. Puderzucker in eine Schüssel sieben.', 'Nach und nach den Zitronensaft in den Puderzucker rühren, so dass ein dickflüssiger Zuckerguss entsteht. Nötigenfalls zusätzlich mit Wasser arbeiten.', 'Abgekühlte Spritzkuchen mit Zuckerguss bestreichen, trocknen lassen und servieren.']"
Zwiebel-Pizzis,"['500 g\xa0\xa0Mehl', '1 Würfel\xa0Hefe', '1 TL \xa0\xa0Zucker', '2 EL \xa0\xa0Öl', 'Salz', '5 \xa0\xa0rote Zwiebeln', '2 \xa0\xa0Zehen Knoblauch', '1/2 \xa0\xa0Apfel', 'Öl', 'Salz, Pfeffer', '8 EL \xa0\xa0Schmand', '200 g \xa0\xa0Feta-Käse', '4 Zweige \xa0Thymian']","['Mehl in eine Schüssel geben und eine Mulde in die Mitte drücken.', 'Hefe zerbröseln, mit Zucker und 6 EL handwarmem Wasser vermengen und in die Mulde gießen. Mit etwas Mehl aus der Umgebung vermischen und 20 min zugedeckt gehen lassen.', '200 ml handwarmes Wasser, 2 EL Öl und etwas Salz zum Vorteig geben und mit dem Knethaken zu einem glatten Teig verarbeiten. Abdecken und weitere 30 Minuten gehen lassen.', 'Zwiebeln schälen, halbieren und in Scheiben schneiden. Knoblauch abziehen und fein hacken. Apfelhälfte in vier Spalten schneiden, entkernen und in dünne Scheiben schneiden.', 'Etwas Öl in einer Pfanne erhitzen und Zwiebeln, Knoblauch und Apfelstücken darin glasig anschwitzen. Mit Salz und Pfeffer würzen.', 'Teig erneut durchkneten, in acht bis zehn gleich große Portionen aufteilen und zu kreisförmigen Fladen ausrollen.', 'Die eine Hälfte des Feta mit einer Gabel zerdrücken und mit Schmand zu einer Creme rühren.', 'Thymianblättchen von den Zweigen zupfen und in die Creme mischen. Restlichen Feta zerbröseln.', 'Auf jeden Teigfladen Feta-Schmand-Creme streichen, Zwiebel-Apfel-Mischung darauf verteilen und die Feta-Krümel darüber streuen.', 'Die Pizzis noch etwa 10 Minuten ruhen lassen und anschließend im vorgeheizten Backofen etwa 15 – 20 Minuten überbacken. Heiß oder auch kalt servieren.']"
Gebackener Camembert mit Feldsalat,"['4 \xa0\xa0Camembert', '2 \xa0\xa0Eier', '200 g \xa0\xa0Semmelbrösel', 'Öl', '150 g \xa0\xa0Feldsalat', '1 kl. \xa0\xa0Chicoree', '4 EL \xa0\xa0Preiselbeeren', '3 El \xa0\xa0Apfelsaft', '3 EL \xa0\xa0Weißweinessig', '3 EL \xa0\xa0Öl', 'Salz, Pfeffer']","['Feldsalat gründlich abspülen, putzen und abtropfen lassen.', 'Chicoree von den äußeren Blättern befreien, halbieren, den Strunk entfernen und abspülen. Anschließend in feine Streifen schneiden.', 'Preiselbeeren mit Apfelsaft, Weißweinessig und Öl zu einem Dressing verschlagen. Mit Salz und Pfeffer würzen.', 'Die beiden Eier verschlagen. Camembert erst darin und dann in den Semmelbröseln wenden. Im Anschluss in heißem Öl goldgelb braten.', 'Feldsalat mit Chicoree vermengen und das Dressing unterheben. Salat auf Tellern anrichten.', 'Camembert heiß auf dem Salat servieren.']"
Apfel-Rüben-Pfanne,"['3 \xa0Äpfel', '2 \xa0Steckrüben', '4 \xa0Kartoffeln', '5 \xa0Schalotten', '200 g \xa0Champignons', '1 EL \xa0Butter', 'Estragon, Salz, Pfeffer']","['Steckrüben und Kartoffeln schälen, Äpfel waschen, vierteln, entkernen. Alles in etwa gleich große Würfel schneiden.', 'Schalotten abziehen und vierteln.', 'Champignons vorsichtig abbürsten und in Streifen schneiden.', 'Butter erhitzen, Steckrüben, Kartoffeln und Zwiebeln darin langsam goldgelb anbraten.', 'Äpfel und Champignons hinzufügen und bei geschlossenem Deckel etwa 10 Minuten schmoren lassen.', 'Mit Estragon, Salz und Pfeffer abschmecken.']"
Rotkohl-Rouladen,"['1/8 L \xa0\xa0Rotwein', '8 Blätter \xa0Rotkohl', 'Zucker, geriebene Muskatnuss, Pfeffer', '2 EL \xa0\xa0Schmand', '1/8 L \xa0\xa0Brühe', '1 \xa0\xa0altbackenes Brötchen', '1 Tasse \xa0Milch', '400 g \xa0\xa0Hackfleisch', '50 g \xa0\xa0Tilsiter', '1 \xa0\xa0Zwiebel', '2 \xa0\xa0Eier', '3 \xa0\xa0Gewürznelken', '1 \xa0\xa0Lorbeerblatt', '2 EL \xa0\xa0Zucker', '2 EL \xa0\xa0Essig']","['Rotkohlblätter waschen und die dicke Mittelrippe entfernen.', '1 L Wasser mit Essig, Zucker, Lorbeerblatt, Nelken und einer Prise Salz aufkochen lassen, Hitze minimieren und die Rotkohlblätter etwa 5 min. im Sud ziehen lassen. Anschließend herausheben, kalt abspülen und abtropfen lassen.', 'Brötchen in der Milch einweichen. Zwiebeln schälen und sehr fein hacken. Tilsiter reiben.', 'Zwiebeln in heißem Öl hellgelb werden lassen. Brötchen gut ausdrücken.', 'Aus Hackfleisch, den angebratenen Zwiebeln, dem Brötchen und den Eiern eine Masse verkneten. Mit Salz, Pfeffer und Muskatnuss würzen.', 'Die Fleischmasse auf den Rotkohlblättern verteilen und diese erst von der Seite um das Fleisch schlagen und dann zusammenrollen. Mit Küchengarn oder Rouladen-Nadeln zusammenhalten.', 'Rouladen in heißem Butterschmalz kräftig anbraten. Mit Brühe und Rotwein aufgießen und etwa 40 Minuten bei geschlossenem Deckel und geringer Hitze schmoren.', 'Rouladen aus der Flüssigkeit nehmen und warm stellen. Schmorsud mit Schmand glatt rühren, ggf. abbinden und mit Salz, Pfeffer und Zucker abschmecken.']"
Scharfe Linsenpaste,"['2 Zehen \xa0Knoblauch', '100 g \xa0\xa0rote Linsen1 \xa0\xa0Lorbeerblatt', '50 g \xa0\xa0Kichererbsen (aus der Dose)', '½ rote \xa0Paprikaschote', '2 rote \xa0\xa0Chilischoten', '3 Stängel \xa0frischen Basilikum', 'Olivenöl', 'Salz, Zitronensaft, Honig']","['Knoblauch abziehen und halbieren. Mit den Linsen und dem Lorbeerblatt in einen Topf geben, mit etwa 400 ml Wasser aufgießen und zum Kochen bringen.', 'Sobald die Linsen kochen, bei geringer Hitze mit geschlossenem Deckel etwa 20 Minuten garen. Etwa fünf Minuten von Ende der Garzeit die Kichererbsen (ohne Aufgussflüssigkeit) zu den Linsen geben.', 'Wenn die Linsen sehr weich sind, evtl. überschüssiges Wasser abgießen und alles abkühlen lassen.', 'Paprikahälfte von Trennhäutchen und Kernen befreien und sehr fein hacken.', 'Chilischoten halbieren, von Trennhäuten und Kernen befreien, waschen und ebenfalls sehr fein hacken.', 'Basilikum waschen, trockenschütteln, die Blätter von den Stängeln zupfen und sehr fein hacken.', 'Lorbeerblatt aus den Linsen fischen und die Hülsenfrüchte mit etwas Olivenöl zu einer cremigen Paste pürieren.', 'Paprika, Chili und Basilikum unterheben und die Creme mit Salz, Zitronensaft und Honig abschmecken.']"
Pfannkuchen mit Möhrenfüllung,"['50 g\xa0\xa0Butter', '250 g \xa0\xa0Mehl', '200 ml \xa0Milch', '250 ml \xa0Wasser', '4 \xa0\xa0Eier', 'Salz', '1 \xa0\xa0Zwiebel', '2 Zehen \xa0Knoblauch', '200 g\xa0\xa0Weißkohl', '100 g\xa0\xa0Lauch', '3\xa0\xa0Mohrrüben', '1 Bd. \xa0\xa0Petersilie', 'Öl', 'Pfeffer']","['Butter zerlassen.', 'Mehl in eine Schüssel sieben. Mit Milch, Wasser, Eiern und einer kräftigen Prise Salz zu einem glatten Teig rühren. Nach und nach die Butter untermischen. Etwa 30 Minuten quellen lassen.', 'Zwiebeln und Knoblauch abziehen und fein hacken. Weißkohl in sehr feine Streifen schneiden. Lauch halbieren, waschen und in sehr feine Halb-Ringe schneiden. Mohrrüben schälen und grob raspeln.', 'Petersilie waschen, trockenschütteln und die Blättchen fein hacken.', 'Öl in einer Pfanne erhitzen, Zwiebeln und Knoblauch darin glasig anschwitzen.', 'Restliches Gemüse dazu geben, kurz anschwitzen und schließlich bei niedriger Hitze und geschlossenem Deckel etwa 15 Minuten dünsten. Die Hälfte der Petersilie dazugeben und mit Salz und Pfeffer würzen.', 'In einer anderen Pfanne wenig Öl erhitzen und aus dem vorbereiteten Teig nach und nach dünne, helle Pfannkuchen backen.', 'Gemüsefüllung als Streifen nicht ganz in der Mitte der Pfannkuchen verteilen. Pfannkuchen einmal umschlagen und schließlich eng aufrollen.', 'Aufgerollte Pfannkuchen noch einmal goldbraun braten.', 'Mit der restlichen Petersilie bestreut servieren.']"
Lamm-Pfanne mit Minze,"['2 \xa0\xa0Tassen Reis', '800 g \xa0\xa0grüne Bohnen', '500 g\xa0\xa0Lammfilet', 'Olivenöl', '1 Bund \xa0Minze', '100 ml \xa0Sahne', '250 ml \xa0Gemüsebrühe', '100 ml \xa0passierte Tomaten', 'Salz, Pfeffer', '¼ TL \xa0\xa0Koriander', '¼ TL \xa0\xa0Kardamom']","['Reis in vier bis sechs Tassen Wasser bissfest garen. Beiseite stellen.', 'Bohnen waschen, putzen, halbieren und 10 Minuten kochen. Kochwasser abgießen und Bohnen beiseite stellen.', 'Lammfilet in Streifen schneiden und in Olivenöl scharf anbraten.', 'Minze abspülen, trockenschütteln und die Blätter grob hacken.', 'Etwa zwei Esslöffel Minze zurückbehalten, den Rest zusammen mit den grünen Bohnen und der Sahne zum Lamm geben. Bei geschlossenem Deckel und mittlerer Hitze etwa 15 Minuten schmoren.', 'Gemüsebrühe, Tomaten und Reis zum Lamm geben, mit Salz und Pfeffer würzen und weitere 5 Minuten schmoren lassen.', 'Mit Koriander, Kardamom sowie noch einmal Salz und Pfeffer abschmecken.', 'Lamm-Pfanne auf Tellern anrichten, mit der restlichen Minze bestreuen und heiß servieren.']"
Süßer Quinoa-Auflauf,"['1 \xa0\xa0Bio-Zitrone', '100 g \xa0\xa0Quinoa', '125 ml \xa0Milch', '125 ml \xa0Wasser', '3 \xa0\xa0Eier', '3 EL \xa0\xa0Mandelstifte', '200 g \xa0\xa0getrocknete Aprikosen', '250 g \xa0\xa0Quark (20 %)', '1 Pck. \xa0Vanillezucker', '1 Prise \xa0Zimt', 'Butter', 'Semmelbrösel']","['Schale der Zitrone abreiben. Zitrone auspressen.', 'Quinoa mit Milch, Wasser und der Zitronenschale zum Kochen bringen, Hitze reduzieren und etwa 10 Minuten garen lassen. Abkühlen lassen.', 'Eier trennen. Eiweiße steif schlagen.', 'Mandelstifte in einer Pfanne ohne Fett goldbraun rösten. Aprikosen in gleichmäßige, kleine Stücken schneiden.', 'Quark mit Eigelben, Vanillezucker, Zimt und 2 EL Zitronensaft vermengen.', 'Quinoa, Mandelstifte und Aprikosen zum Quark geben und gut vermengen. Eiweiß unterheben.', 'Auflaufform mit Butter ausreiben und mit Semmelbröseln auskleiden. Quinoa-Quark-Masse darin verteilen und etwa 20 Minuten backen.']"
Nudel-Pilz-Pfanne,"['2\xa0\xa0Zwiebeln', '500 g \xa0\xa0Champignons', '1 \xa0\xa0kleiner Chinakohl', '250 g \xa0\xa0chinesische Eiernudeln', '2 EL \xa0\xa0Öl', '2 EL \xa0\xa0Curry-Paste', '2 \xa0\xa0Lauchzwiebeln', '1 EL \xa0\xa0Sojasoße', '3 EL \xa0\xa0Sesam']","['Zwiebeln abziehen und sehr fein würfeln. Champignons putzen und in feine Scheiben schneiden.', 'Die dicken Strünke des Chinakohls dreieckig aus den Blättern schneiden und sehr fein würfeln, die Blätter in dünne Streifen schneiden.', 'Nudeln kochen, abtropfen lassen.', 'Öl in einer tiefen Pfanne (oder einem Wok) erhitzen.', 'Zwiebeln im heißen Öl glasig dünsten. Champignons dazu geben und goldbraun braten.', 'Chinakohl-Würfelchen und Currypaste dazu geben und etwa eine Minute weiterbraten.', 'Chinakohlblätter dazugeben und eine weitere Minute mitbraten lassen.', 'Lauchzwiebeln säubern, längs halbieren und in feine Streifen schneiden.', 'Nudeln und Sojasoße zum Gemüse geben und gut durchschwenken. Vom Herd nehmen.', 'Lauchzwiebeln unterheben und mit Sesam bestreut servieren.']"
Hirsesalat,"['400 ml \xa0Gemüsebrühe', '1 \xa0\xa0Lorbeerblatt', '200 g \xa0\xa0Hirse', '4 EL \xa0\xa0Olivenöl', 'Salz, Pfeffer, Paprikapulver', '1 \xa0\xa0Zitrone', '3 EL \xa0\xa0Apfelsaft', '1 \xa0\xa0Zwiebel', '1 \xa0\xa0Avocado', '2 \xa0\xa0Äpfel']","['Brühe mit dem Lorbeerblatt erhitzen und Hirse darin etwa 25 min garen.', 'Evtl. überflüssige Brühe und Lorbeerblatt entfernen.', 'Hirse mit 1 EL Öl, Salz, Pfeffer und Paprikapulver würzen, abkühlen lassen.', 'Zitrone auspressen, Saft auffangen.', 'Aus Zitronensaft, 3 EL Öl und Apfelsaft ein Dressing mischen. Mit Salz und Pfeffer abschmecken.', 'Zwiebel abziehen und fein würfeln, Avocado schälen, in kleine Stücken schneiden, Äpfel achteln, vom Kerngehäuse befreien und in feine Scheiben schneiden.', 'Zwiebel-, Apfel- und Avocadostücken mit dem Dressing vermengen und alles unter die Hirse heben.']"
Bunter Salat mit Grießherzen,"['500 ml \xa0\xa0Milch', '30 g \xa0\xa0Butter', 'Salz, Muskat', '140 g \xa0\xa0Hartweizengrieß', '40 g \xa0\xa0mittelalter Gouda', '2 \xa0\xa0Eigelb', '1 \xa0\xa0Kopfsalat', '1 \xa0\xa0Radiccio', '250 g \xa0\xa0Kirschtomaten', '1 \xa0\xa0Eschalotte', '20 g \xa0\xa0Pinienkerne', '4 EL \xa0\xa0heller Balsamico-Essig', '6 EL \xa0\xa0Olivenöl', '1 TL \xa0\xa0Honig', 'Salz, Pfeffer', 'Sonnenblumenöl']","['Milch mit Butter, Salz und einer Prise Muskat aufkochen. Unter langsamem Rühren Grieß einstreuen, aufkochen und etwa 5 min quellen lassen.', 'Gouda reiben. Käse und Eigelb unter den noch warmen Grieß mischen.', 'Grießmasse auf Backpapier streichen, mit einer zweiten Lage Backpapier abdecken und zu einer Platte ausrollen (Dicke etwa 1 cm). Etwa 2 Stunden auskühlen lassen.', 'Die äußeren Blätter von Kopfsalat und Radiccio entfernen, Salate waschen und Blätter trockenschütteln. Salate in mundgerechte Streifen schneiden.', 'Tomaten waschen, von den grünen Stielansätzen befreien und vierteln.', 'Eschalotte abziehen und sehr fein würfeln, Pinienkerne in einer Pfanne ohne Fett anrösten.', 'Aus Essig, Olivenöl, Honig und Eschalotten-Würfelchen ein glattes Dressing mischen. Mit Salz und Pfeffer abschmecken.', 'Mit einem Plätzchenausstecher Herzen aus der Grießplatte ausstechen. Öl in einer Pfanne erhitzen und die Grießherzen darin von beiden Seiten goldbraun braten.', 'Salat mit Tomatenstücken und Dressing mischen, Pinienkerne darüber streuen und mit den Grießherzen garniert servieren.']"
Spinatcremesuppe,"['1 \xa0\xa0Zwiebel', '1 Zehe \xa0Knoblauch', '300 g \xa0\xa0Blattspinat', '1 \xa0\xa0Mohrrübe', '1 \xa0\xa0große Kartoffel', '3 EL \xa0\xa0Butter', '50 g \xa0\xa0Mehl', '500 ml \xa0Milch', 'Salz, Pfeffer, Muskat', 'Chilipulver', '2 EL \xa0\xa0Sahne']","['Zwiebel und Knoblauch abziehen und fein hacken.', 'Spinat putzen, gründlich waschen und gut abtropfen lassen.', 'Mohrrübe und Kartoffel schälen und raspeln.', '1 EL Butter in einem Topf zerlassen, Zwiebeln und Knoblauch darin glasig anschwitzen.', 'Spinat zu den Zwiebeln geben und dünsten bis er zusammenfällt. Kartoffel- und Mohrrübenraspeln sowie 300 ml Wasser dazu geben und bei niedriger Hitze und geschlossenem Deckel etwa 10 Minuten köcheln lassen.', 'In einem großen Topf die restliche Butter schmelzen lassen. Mehl hineinrühren, so dass keine Streifen auf dem Topfboden mehr zurückbleiben. Milch langsam und unter ständigem Rühren dazugeben. Kurz aufkochen lassen.', 'Spinatmischung mit dem Mixstab oder in der Küchenmaschine pürieren. Zur Mehlschwitze geben und mit Salz, Pfeffer, Muskat und Chili kräftig abschmecken.', 'Sahne schaumig aufschlagen.', 'Suppe in Teller verteilen und mit jeweils einem Klecks Sahneschaum verziert servieren.']"
Spargel-Möhren-Pasta,"['4 \xa0\xa0Mohrrüben', '1 Zehe \xa0Knoblauch', '1 \xa0\xa0Bio-Limette', '1 EL \xa0\xa0Olivenöl', '400 ml \xa0Gemüsebrühe', '½ TL \xa0\xa0Sambal Oelek', '500 g \xa0\xa0grüner Spargel', '500 g \xa0\xa0Bandnudeln', '1 Bd. \xa0\xa0Koriander', 'Salz', 'Pfeffer']","['Mohrrüben schälen und in Scheiben schneiden. Knoblauch abziehen und fein hacken.', 'Schale der Limette abreiben, Frucht auspressen.', 'Olivenöl erhitzen, Knoblauch darin glasig werden lassen, Mohrrüben dazu geben und mit 300 ml Gemüsebrühe auffüllen.', 'Limettenschale und –saft sowie Sambal Oelek dazu geben. Bei geschlossenem Deckel dünsten, bis die Mohrrübenscheiben weich sind.', 'Spargel putzen, abwaschen und das untere Drittel der Stangen schälen. Spargelstangen schräg in etwa 2 cm lange Stücke schneiden.', 'Spargel in 100 ml Gemüsebrühe etwa 5 Minuten bissfest dünsten.', 'Nudeln kochen. Korianderblättchen von den Stängeln zupfen, die Hälfte davon grob hacken.', 'Mohrrüben pürieren und mit Salz, Pfeffer sowie evtl. noch etwas Sambal Oelek kräftig abschmecken.', 'Nudeln nach dem Abtropfen mit Mohrensoße und Spargelstücken vermengen.', 'Mit den restlichen Korianderblättchen bestreut servieren.']"
Kräuter-Foccacia,"['100 ml \xa0Milch', '350 g\xa0\xa0Mehl (Typ 550)', '1 Würfel\xa0Hefe', 'Zucker', 'Salz', '1 Tasse\xa0frische Kräuter (Schnittlauch, Petersilie, Kresse, Basilikum)', '100 ml \xa0Olivenöl']","['Milch auf Handwärme erhitzen.', 'Mehl in eine Schüssel geben und in die Mitte eine Mulde drücken. Hefe hineinbröckeln. Eine Prise Zucker und 5 EL der warmen Milch dazugeben.', 'Alles mit einer Gabel zu einem Vorteig verrühren und abgedeckt an einem warmen Ort etwa 20 Minuten gehen lassen.', 'Restliche Milch mit 100 ml lauwarmem Wasser mischen.', 'Zusammen mit ½ TL Salz, den gehackten Kräutern und etwa 75 ml Olivenöl zum Vorteig geben und zu einem glatten Teig vermengen.', 'Teig abgedeckt an einem warmen Ort mindestens 40 Minuten gehen lassen.', 'Teig nochmals kurz mit den Händen durchkneten und auf Backpapier mit wenig Mehl in gewünschter Form ausrollen.', 'Teig mit dem Backpapier auf ein Backblech legen und mit den Fingern kleine Dellen hineindrücken.', 'Restliches Öl und ein EL Salz darüber geben. Für weitere 20 Minuten gehen lassen.', 'Bei etwa 200 °C etwa 20 Minuten backen, ohne dass das Brot dunkel werden sollte. Noch warm servieren.']"
Mairübchen mit Schnittlauchsoße,"['2 Bd \xa0\xa0Mairübchen', '1 \xa0\xa0Zwiebel', '1 EL \xa0\xa0Butter', '125 ml \xa0Gemüsebrühe', '1 Bund \xa0Schnittlauch', '125 ml \xa0Sahne', '1 TL\xa0\xa0scharfer Senf', 'Salz, Schwarzer Pfeffer', 'Speisestärke']","['Das Grün der Rübchen abtrennen, verlesen, waschen und fein hacken.', 'Rübchen schälen und in gleichmäßige, gabelgerechte Stücke schneiden.', 'Zwiebel abziehen und fein würfeln.', 'Butter erhitzen, Zwiebel darin andünsten und mit Gemüsebrühe aufgießen.', 'Rübenstücke dazu geben und bei geschlossenem Deckel zehn Minuten dünsten.', 'Schnittlauch fein hacken.', 'Sahne, Senf und Schnittlauch zum Gemüse geben und mit Salz und Pfeffer abschmecken.', 'Soße gegebenenfalls mit etwas Speisestärke binden.', 'Vor dem Servieren das Rübchengrün übers Gemüse streuen.']"
Tomaten-Tarte,"['200 g \xa0\xa0Weizenvollkornmehl', '200 g \xa0\xa0gemahlene Haselnüsse', '175 g \xa0\xa0Butter', '3 \xa0\xa0Eier', 'Salz', '300 g \xa0\xa0Zwiebeln', '3 El \xa0\xa0Sonnenblumenöl', '120 g\xa0\xa0Bergkäse', '750 g\xa0\xa0Tomaten', '2 Zweige\xa0Rosmarin', '1 Handvoll \xa0frische Basilikumblätter', '100 ml \xa0Sahne', '100 ml \xa0Milch', 'Salz, Pfeffer, Zucker']","['Weizenvollkornmehl, gemahlene Haselnüsse, Butter, 1 Ei und eine Prise Salz zu einem festen glatten Teig kneten. Dabei evtl. etwas kaltes Wasser dazugeben. In Folie einschlagen und mindestens eine Stunde im Kühlschrank ruhen lassen.', 'Zwiebeln abziehen, fein würfeln. Sonnenblumenöl erhitzen und die Zwiebeln darin goldbraun anschwitzen. Abkühlen lassen. Käse grob reiben.', 'Tomaten waschen, von den grünen Stielansätzen befreien und in dünne Scheiben schneiden.', 'Rosmarinnadeln von den Zweigen streifen und grob hacken. Basilikumblätter grob hacken.', 'Teig ausrollen und eine gefettete Tarteform damit auskleiden. Mit einer Gabel mehrmals einstechen.', 'Sahne, Milch und zwei Eier zu einer gleichmäßigen Mischung verschlagen. Rosmarin und Basilikum dazu geben und mit Salz, Pfeffer und Zucker abschmecken.', 'Zwiebeln gleichmäßig auf dem Teig verteilen. Käseraspeln darauf verteilen.', 'Tomatenscheiben von außen nach innen überlappend auf die Tarte schichten.', 'Sahne-Ei-Mischung gleichmäßig angießen.', 'Im vorgeheizten Ofen etwa 35 Minuten backen.']"
Rhabarber-Kuchen,"['6 Scheiben\xa0Blätterteig, tiefgekühlt', 'Mehl', '750 g\xa0\xa0Rhabarber', '3 EL \xa0\xa0Honig', '2 \xa0\xa0Eier', '60 ml \xa0\xa0Sahne', '1 Pck. \xa0Vanillezucker', '30 g \xa0\xa0Mandelblättchen']",['Zutaten:']
Bohnendip für Tortilla-Chips,"['2 \xa0\xa0frische rote Pfefferschoten', '2 \xa0\xa0Zwiebeln', '2 Zehen \xa0Knoblauch', '3 EL \xa0\xa0Sonnenblumenöl', '1 TL \xa0\xa0gemahlener Kreuzkümmel', '1 TL \xa0\xa0Tomatenmark', '100 g \xa0\xa0Kidneybohnen (Dose)', '100 g \xa0\xa0Weiße Bohnen (Dose)', 'Zitronensaft', 'Salz', 'Chilipulver', '250 g Tortilla-Chips']","['Pfefferschoten halbieren, Kerne entfernen, waschen und quer in sehr feine Streifen schneiden.', 'Zwiebeln und Knoblauch abziehen und fein hacken.', 'Öl in einer schweren Pfanne erhitzen, Zwiebeln und Knoblauch darin goldbraun andünsten. Kreuzkümmel, Pfefferschotenstücken und Tomatenmark dazu geben.', 'Kidneybohnen abgetropft in die Pfanne geben und kurz anbraten. Mit 50 ml der Aufgussflüssigkeit auffüllen und mit dem Kartoffelstampfer zerdrücken. Weiter kochen lassen, bis die Flüssigkeit entwichen ist.', 'Weiße Bohnen abgetropft in die Pfanne geben, kurz anbraten und mit 50 ml ihrer Aufgussflüssigkeit auffüllen. Erneut mit dem Kartoffelstampfer zerdrücken und weiter kochen bis die Flüssigkeit verdampft ist und die Bohnenmasse nicht mehr am Topfboden klebt.', 'Mit Zitronensaft, Salz und Chilipulver abschmecken.', 'Abgekühlt zu Tortilla-Chips servieren.']"
Eiersalat mit Radieschen,"['1 kg \xa0\xa0festkochende Kartoffeln', '6\xa0\xa0Eier', '½ Bd. \xa0\xa0Petersilie', '½ Bd. \xa0\xa0Schnittlauch', '½ Bd. \xa0\xa0Radieschen', '250 ml \xa0Brühe', '100 ml \xa0Sahne', '3 TL \xa0\xa0scharfer Senf', '2 – 3 EL \xa0Speisestärke', '100 ml \xa0Joghurt', 'Salz, Pfeffer']","['Kartoffeln schälen, waschen, in gleichmäßige Würfel schneiden und etwa 20 Minuten bissfest garen. Abgießen und zum Abkühlen beiseite stellen.', 'Eier ca. 8 – 10 Minuten hart kochen, abkühlen lassen und pellen. In Würfel schneiden.', 'Petersilie und Schnittlauch abspülen und trockenschütteln. Blättchen der Petersilie sowie den Schnittlauch fein hacken.', 'Radieschen putzen, waschen und in feine Stifte schneiden.', 'Brühe mit Sahne, Senf und Speisestärke erhitzen und andicken. Vom Herd nehmen und etwas abkühlen lassen. Joghurt und Kräuter dazu geben. Mit Salz und Pfeffer abschmecken.', 'Kartoffeln, Eier und Radieschen mit der Kräuter-Senfsoße vermengen. Lauwarm servieren.']"
